name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,region,gisX,gisY
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,234,490,52,61,Alik'r Desert,234.40625,-490.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,238,490,19,61,Alik'r Desert,238.1484375,-490.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,240,490,49,61,Alik'r Desert,240.3828125,-490.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,242,490,99,61,Alik'r Desert,242.7734375,-490.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,245,490,12,61,Alik'r Desert,245.09375,-490.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,247,490,101,61,Alik'r Desert,247.7890625,-490.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,250,490,52,61,Alik'r Desert,250.40625,-490.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,252,490,110,61,Alik'r Desert,252.859375,-490.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,257,490,54,61,Alik'r Desert,257.421875,-490.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,259,491,104,61,Alik'r Desert,259.8125,-491.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,264,491,113,61,Alik'r Desert,264.8828125,-491.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,216,492,115,61,Alik'r Desert,216.8984375,-492.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,218,492,92,60,Alik'r Desert,218.71875,-492.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,217,490,61,56,Alik'r Desert,217.4765625,-490.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,219,490,29,56,Alik'r Desert,219.2265625,-490.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,229,495,19,59,Alik'r Desert,229.1484375,-495.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,236,490,70,56,Alik'r Desert,236.546875,-490.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,272,496,72,59,Alik'r Desert,272.5625,-496.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,274,496,70,60,Alik'r Desert,274.546875,-496.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,277,496,14,59,Alik'r Desert,277.109375,-496.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,279,496,68,58,Alik'r Desert,279.53125,-496.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,283,496,46,52,Alik'r Desert,283.359375,-496.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,286,496,45,55,Alik'r Desert,286.3515625,-496.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,288,496,10,55,Alik'r Desert,288.078125,-496.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,289,496,110,59,Alik'r Desert,289.859375,-496.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,292,496,6,59,Alik'r Desert,292.046875,-496.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,295,496,118,59,Alik'r Desert,295.921875,-496.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,297,496,59,56,Alik'r Desert,297.4609375,-496.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,299,496,26,59,Alik'r Desert,299.203125,-496.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,251,455,97,55,Alik'r Desert,251.7578125,-455.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,253,454,82,56,Alik'r Desert,253.640625,-454.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,259,454,13,55,Alik'r Desert,259.1015625,-454.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,307,477,99,51,Alik'r Desert,307.7734375,-477.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,310,477,33,49,Alik'r Desert,310.2578125,-477.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,322,467,63,51,Alik'r Desert,322.4921875,-467.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,324,467,125,45,Alik'r Desert,324.9765625,-467.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,326,468,76,55,Alik'r Desert,326.59375,-468.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,330,468,8,55,Alik'r Desert,330.0625,-468.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,332,468,26,55,Alik'r Desert,332.203125,-468.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,335,468,78,50,Alik'r Desert,335.609375,-468.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,338,469,78,46,Alik'r Desert,338.609375,-469.5234375
Alik'r Banner Post,0,WOD_AlikrDesert_BannerPost_01,90.0,340,469,88,47,Alik'r Desert,340.6875,-469.5234375
